"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","price","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"11",6471,"WkNJ3FnK5WVW3thVUe-WSw","Izzy's 33","1703 S 9th St","Philadelphia","PA",19148,39.9280043249,-75.160044618,4.5,24,1,"{'HasTV': 'False', 'Corkage': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'OutdoorSeating': 'True', 'Caters': 'True', 'BYOB': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'True'}","Mexican, Restaurants, Cafes, Breakfast & Brunch, Italian","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}","['Mexican', 'Restaurants', 'Cafes', 'Breakfast & Brunch', 'Italian']",NA,6471,"","True","False",NA,"","True","True","True","u'free'","","False","","True","False","","","u'none'","","","","True","","","","","","","","",NA,"","True","True","",NA,NA,NA,NA,NA
"12",7471,"zxY4DgtXsVHihSUpsmwamg","P & S Ravioli","1640 S 10th St","Philadelphia","PA",19148,39.928473,-75.1619827,4.5,6,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False'}","Food, Do-It-Yourself Food, Restaurants, Italian","","['Food', 'Do-It-Yourself Food', 'Restaurants', 'Italian']",2,7471,"","","",2,"","True","False","","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","False","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"13",7697,"YIdYc6tQIFRJPNIaPBupYQ","Zio Pizza Palace & Grill","157 N 9th St","Philadelphia","PA",19107,39.955065,-75.1541846,4,43,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'BYOB': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Fast Food, Italian, Vegetarian, Burgers, Vegan, Restaurants, Pizza, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0'}","['Fast Food', 'Italian', 'Vegetarian', 'Burgers', 'Vegan', 'Restaurants', 'Pizza', 'Chicken Wings']",1,7697,"","True","False",1,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","False","True","False","False","u'none'","True","u'casual'","{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}","False","False","","u'loud'","","False","","","",NA,"","False","False","",NA,NA,NA,NA,NA
"14",7711,"j99PtxlKTW_u5alE4jiqHQ","Ralphs Italian Restaurant","760 S 9th St","Philadelphia","PA",19147,39.9400584,-75.1578655,3.5,653,1,"{'RestaurantsReservations': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True'}","Restaurants, Italian","{'Monday': '16:0-20:30', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-21:0', 'Saturday': '13:0-21:0', 'Sunday': '13:0-20:30'}","['Restaurants', 'Italian']",2,7711,"","True","True",2,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}","","","False","True","True","False","u'full_bar'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","","True","","u'average'","{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"15",8153,"v7ibuvyZutqZ7pjMCH1exg","Frank's Spaghetti House","7602 Castor Ave","Philadelphia","PA",19152,40.056184,-75.061858,3.5,43,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Italian, Restaurants, Bars, Wine Bars, American (New), Nightlife","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '14:0-22:0', 'Sunday': '14:0-21:0'}","['Italian', 'Restaurants', 'Bars', 'Wine Bars', 'American (New)', 'Nightlife']",2,8153,"","True","False",2,"","True","False","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","","False","True","True","","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"16",8243,"bSWL0YxfawjS03_g2kgujA","Allegro Pizza","3942 Spruce St","Philadelphia","PA",19104,39.9514453,-75.2029159,3,221,1,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'HasTV': 'True', 'BYOBCorkage': ""'no'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'beer_and_wine'"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': True, u'dessert': False}"", 'BikeParking': 'True'}","Sandwiches, Restaurants, Pizza, American (Traditional), Italian","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-0:0'}","['Sandwiches', 'Restaurants', 'Pizza', 'American (Traditional)', 'Italian']",1,8243,"","True","True",1,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","False","","'beer_and_wine'","True","'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': True, u'dessert': False}","","","","",NA,"","","True","'no'",NA,NA,NA,NA,NA
"17",8631,"eLbKuFpCtHEjCkoWkDDk7g","Trattoria Carina","2201 Spruce St","Philadelphia","PA",19103,39.9488052,-75.1779537,4.5,213,1,"{'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsTableService': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'False'}","Restaurants, American (Traditional), Italian","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}","['Restaurants', 'American (Traditional)', 'Italian']",2,8631,"","True","True",2,"","True","True","","'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","True","False","True","False","u'full_bar'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"18",8639,"eM5CowLA4lGmATovJrLRXQ","Al's Italiano Pizzeria & Ristorante","8202 Roosevelt Blvd","Philadelphia","PA",19152,40.0605711,-75.0448466,3.5,23,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'ByAppointmentOnly': 'False'}","Delis, Sandwiches, Restaurants, Pizza, Desserts, Italian, Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-22:0'}","['Delis', 'Sandwiches', 'Restaurants', 'Pizza', 'Desserts', 'Italian', 'Food']",1,8639,"False","True","False",1,"","True","True","","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'quiet'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"19",9610,"L2pmVQMrpY-yZwZkZoRt5g","Giovanni's Pizzeria","5604 Greene St","Philadelphia","PA",19144,40.0334795,-75.1758562,2.5,46,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Sandwiches, Italian, Pizza","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}","['Restaurants', 'Sandwiches', 'Italian', 'Pizza']",1,9610,"","True","True",1,"","True","True","False","'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"20",10381,"0zf4KKZqbqoxiuKzeZLDdg","PrimoHoagies","128 S 11th St","Philadelphia","PA",19107,39.949216187,-75.1590522333,3.5,65,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Italian, Sandwiches, Restaurants","{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}","['Italian', 'Sandwiches', 'Restaurants']",1,10381,"","True","True",1,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","False","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"21",10683,"E1gf1YIWOo1BgzMUwJtEZg","Top Tomato Bar & Pizza","116 S 11th St","Philadelphia","PA",19107,39.9495688,-75.1589615,3.5,232,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'None'}","Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars","{'Monday': '0:0-0:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-20:0'}","['Pizza', 'Breakfast & Brunch', 'Nightlife', 'Sandwiches', 'Italian', 'Restaurants', 'Cheesesteaks', 'Food Delivery Services', 'Cocktail Bars', 'Sports Bars', 'Food', 'Bars']",1,10683,"False","True","True",1,"False","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","True","None","False","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'no'","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","",NA,"","","False","",NA,NA,NA,NA,NA
"22",11184,"u7_3L1NBWgxhBM_B-cmmnA","Pizzeria Vetri","1939 Callowhill St","Philadelphia","PA",19130,39.960888,-75.171213,4,651,1,"{'GoodForKids': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Italian, Pizza, Restaurants, Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-16:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}","['Italian', 'Pizza', 'Restaurants', 'Salad']",2,11184,"False","True","True",2,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True","True","u'beer_and_wine'","True","u'casual'","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","True","True","","u'average'","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"23",11405,"vcyyzUqEiCTSrFmHgqvxpg","SALERNO'S Ristorante & Pizzeria","6500-02 Rising Sun Ave","Philadelphia","PA",19111,40.0512797,-75.0943052,4,44,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Pizza, Restaurants, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '15:0-22:0'}","['Pizza', 'Restaurants', 'Italian']",1,11405,"","True","False",1,"","None","True","True","'no'","{'garage': False, 'street': True, 'validated': None, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"24",11570,"pHBwvBG3iZdOfpLNZTkVWQ","Pasqually's Pizza","200 S 43rd St","Philadelphia","PA",19104,39.9545323,-75.2089392,4,96,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True'}","Italian, Food Delivery Services, Beverage Store, Food, Pizza, Restaurants, Beer, Wine & Spirits","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-23:0'}","['Italian', 'Food Delivery Services', 'Beverage Store', 'Food', 'Pizza', 'Restaurants', 'Beer', 'Wine & Spirits']",1,11570,"","True","False",1,"","True","True","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","False","True","False","","u'beer_and_wine'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"25",11821,"TVe1FyolMt9xjBtY7oMTOQ","Pitruco Pizza Franklin's Table","3401 Walnut St","Philadelphia","PA",19104,39.9529913,-75.1922872,4.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Corkage': 'False', 'RestaurantsTableService': 'False', 'BYOB': 'False'}","Restaurants, American (New), Pizza, Italian","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-16:0'}","['Restaurants', 'American (New)', 'Pizza', 'Italian']",NA,11821,"","True","True",NA,"","True","True","True","u'free'","","True","","True","False","","","u'none'","","","","False","","","","","","","","",NA,"","False","False","",NA,NA,NA,NA,NA
"26",12041,"aCHS5pnDjChkHpFo4-EfKg","Bistro La Baia","1700 Lombard St","Philadelphia","PA",19146,39.945162,-75.1702591,3.5,225,1,"{'OutdoorSeating': 'True', 'HappyHour': 'True', 'Corkage': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'BYOB': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'BikeParking': 'False'}","Italian, Restaurants","{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-20:0', 'Friday': '16:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:30'}","['Italian', 'Restaurants']",NA,12041,"","True","False",NA,"","True","True","True","u'free'","","True","True","True","False","True","","u'none'","","","","True","","","","","False","","","",NA,"","True","False","",NA,NA,NA,NA,NA
