name,address,postal_code,latitude,longitude,stars,review_count,is_open,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,Caters,WiFi,WheelchairAccessible,HappyHour,OutdoorSeating,HasTV,RestaurantsReservations,DogsAllowed,Alcohol,GoodForKids,RestaurantsAttire,RestaurantsTableService,RestaurantsGoodForGroups,DriveThru,NoiseLevel,BusinessAcceptsBitcoin,Smoking,Corkage,zipcode
Domino's Pizza,3400 Aramingo Ave,19134,39.992732,-75.100242,1.5,45,0,TRUE,NA,1,TRUE,TRUE,FALSE,no,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,FALSE,TRUE,NA,quiet,NA,NA,NA,19134
Core De Roma,214 South St,19147,39.94106674,-75.14623261,4,76,0,TRUE,NA,2,TRUE,TRUE,TRUE,NA,,NA,FALSE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Fiorella's Sausage,817 Christian St,19147,39.938873,-75.156937,5,27,0,TRUE,TRUE,1,FALSE,,FALSE,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,19147
Cinder Copper & Lace,1500 Locust St,19102,39.94825288,-75.16662542,3.5,157,0,TRUE,TRUE,2,TRUE,FALSE,FALSE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,no,NA,19102
Italian Bistro,2500 Welsh Rd,19152,40.0731939,-75.0352627,2,15,0,TRUE,NA,2,TRUE,FALSE,FALSE,no,,NA,FALSE,FALSE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19152
Pizza Hut,2310 Passyunk Ave,19145,39.9225254,-75.1856193,1.5,22,0,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,,NA,FALSE,TRUE,FALSE,,NA,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19145
Barone's How U Doin' Deli & Grocery,1515 W Porter St,19145,39.9198589,-75.1730406,5,11,0,TRUE,NA,2,TRUE,TRUE,TRUE,no,,NA,FALSE,FALSE,FALSE,,none,FALSE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19145
Abbraccio,820 S 47th St,19143,39.9483438,-75.2167974,2.5,14,0,TRUE,NA,2,TRUE,FALSE,,NA,,TRUE,TRUE,NA,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19143
Square Pie,600 Catherine St,19147,39.93922381,-75.15298542,4.5,46,0,TRUE,TRUE,2,TRUE,FALSE,,NA,,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,TRUE,FALSE,NA,average,NA,NA,NA,19147
Village Belle,757 S Front St,19147,39.938329,-75.144405,4,68,0,TRUE,NA,3,TRUE,FALSE,TRUE,no,,TRUE,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Tietra,1425 Locust St,19102,39.948595,-75.165898,3.5,32,0,TRUE,NA,2,TRUE,,,NA,,TRUE,TRUE,TRUE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19102
Mangiamo 444,444 N 4th St,19123,39.9588922,-75.1458732,3.5,51,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,beer_and_wine,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19123
Roberto Cafe,2108 South St,19146,39.9450538,-75.1773626,3.5,106,0,TRUE,TRUE,2,TRUE,FALSE,TRUE,no,,NA,TRUE,FALSE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19146
Girasole Ristorante,1410 Pine St,19102,39.9456328,-75.1658061,3,75,0,TRUE,TRUE,2,TRUE,FALSE,TRUE,no,,NA,TRUE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19102
WineO,447 Poplar St,19123,39.9665,-75.145408,3,80,0,TRUE,NA,2,TRUE,FALSE,,NA,,NA,FALSE,TRUE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19123
Portofino,1227 Walnut St,19107,39.94915764,-75.16180738,3,29,0,TRUE,NA,2,TRUE,FALSE,,no,,NA,TRUE,TRUE,TRUE,,full_bar,TRUE,dressy,NA,TRUE,NA,quiet,NA,NA,NA,19107
Via Napoli,2500 Welsh Rd,19152,40.0731939,-75.0352627,3.5,75,0,TRUE,TRUE,2,TRUE,FALSE,TRUE,free,,NA,FALSE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19152
Predella,932 S 10th St,19147,39.9383034,-75.1597956,4.5,10,0,FALSE,NA,2,TRUE,FALSE,TRUE,free,,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,quiet,FALSE,NA,NA,19147
Marabella Meatball Co.,1211 Walnut St,19107,39.948967,-75.1611418,3.5,132,0,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,,TRUE,TRUE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
La Bella Dolce Italia,628 S St,19147,39.9419585,-75.153177,4.5,41,0,TRUE,FALSE,1,TRUE,TRUE,FALSE,free,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
Urban Enoteca,"135 S 17th St, Latham Hotel Philadelphia",19103,39.9501753,-75.1690403,3,34,0,TRUE,TRUE,2,TRUE,,,NA,,TRUE,FALSE,TRUE,TRUE,,NA,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
Super Fratelli's Pizza,10849 Bustleton Ave,19116,40.110289,-75.024127,3.5,34,0,TRUE,NA,1,None,None,,NA,,NA,FALSE,TRUE,TRUE,,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19116
M Restaurant,231 S 8th St,19106,39.94732573,-75.1543114,3.5,165,0,TRUE,TRUE,3,FALSE,FALSE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,FALSE,casual,TRUE,TRUE,NA,quiet,FALSE,outdoor,NA,19106
Pat's Pizza Express,2311 Cottman Ave,19149,40.04843329,-75.05842276,3,12,0,TRUE,TRUE,NA,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,FALSE,FALSE,none,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,19149
Tony Lukes Casa De Pasta,26 East Oregon Ave,19148,39.9136284,-75.1488145,4.5,7,0,TRUE,TRUE,2,TRUE,FALSE,,no,,NA,FALSE,TRUE,,,full_bar,TRUE,casual,TRUE,TRUE,NA,NA,NA,NA,NA,19148
Nomad Roman Pizza,1305 Locust St,19107,39.94801752,-75.16268826,4,286,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,,TRUE,FALSE,TRUE,TRUE,,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19107
Ristorante La Buca,711 Locust St,19106,39.947079,-75.154165,3.5,113,0,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,FALSE,dressy,TRUE,TRUE,NA,quiet,FALSE,no,NA,19106
Germantown Style Pizza,324 W Chelten Ave,19144,40.0299678,-75.1807177,3,7,0,TRUE,NA,1,TRUE,TRUE,,NA,,NA,,NA,FALSE,,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,19144
Robert Chiarella's Gourmet Pizzeria,1627 Ritner St,19145,39.9212897,-75.1747508,3.5,12,0,NA,NA,2,FALSE,TRUE,,no,,NA,FALSE,NA,,,none,TRUE,casual,NA,NA,NA,NA,NA,NA,NA,19145
Mari BYO,795 S 3rd St,19147,39.93800557,-75.14813058,4.5,29,0,NA,NA,NA,TRUE,,,NA,,NA,TRUE,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19147
Romano's Meatball,3136 Richmond St,19134,39.98248978,-75.10271333,4,13,0,TRUE,NA,NA,,TRUE,,NA,,NA,,FALSE,FALSE,,none,NA,NA,NA,NA,NA,average,NA,NA,NA,19134
Mama Yolanda's Italian Restaurant,746 S 8th St,19147,39.9402619,-75.1561121,2,8,0,NA,NA,2,TRUE,FALSE,,NA,,NA,FALSE,NA,TRUE,,full_bar,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,19147
Bianca Pizza & Trattoria,514 South St,19147,39.941646,-75.151419,2.5,10,0,TRUE,FALSE,1,TRUE,TRUE,TRUE,free,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19147
Pizzacato,248 Market St,19106,39.95028,-75.145481,3,129,0,TRUE,TRUE,2,TRUE,FALSE,,no,,NA,TRUE,FALSE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19106
Gianfranco Pizza Rustica,6 N 3rd St,19106,39.9504169,-75.1456794,4,247,0,TRUE,TRUE,1,TRUE,TRUE,FALSE,no,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,FALSE,NA,average,FALSE,NA,FALSE,19106
Il Polpo,9825 Bustleton Ave,19115,40.09028176,-75.03267825,3.5,10,0,TRUE,NA,3,TRUE,FALSE,FALSE,free,,NA,FALSE,TRUE,TRUE,,none,FALSE,casual,NA,TRUE,NA,loud,NA,NA,NA,19115
Ernesto's 1521 Cafe,1521 Spruce St,19102,39.9476346,-75.1672947,4,12,0,TRUE,NA,2,FALSE,FALSE,,NA,FALSE,NA,TRUE,FALSE,TRUE,,NA,FALSE,casual,TRUE,TRUE,NA,NA,NA,NA,NA,19102
Zavino,112 S 13th St,19107,39.9499542,-75.1621423,4,843,0,TRUE,TRUE,2,TRUE,None,FALSE,free,,NA,TRUE,TRUE,FALSE,FALSE,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
DeMarco's Italian Specialties,1338 Jackson St,19148,39.9228564,-75.1692901,3.5,15,0,TRUE,NA,1,TRUE,TRUE,TRUE,no,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19148
Diane & Tom's Cafe,40 W Maplewood Mall,19144,40.0341212,-75.1748979,4.5,12,0,TRUE,NA,2,TRUE,FALSE,,NA,,NA,FALSE,FALSE,TRUE,,NA,TRUE,casual,NA,FALSE,NA,NA,NA,NA,NA,19144
Spitalieri's Italiano Ristorante,613 E Passyunk Ave,19147,39.9413743,-75.1503191,4,8,0,FALSE,FALSE,NA,TRUE,TRUE,,NA,TRUE,NA,,NA,TRUE,,NA,NA,casual,TRUE,TRUE,NA,NA,NA,NA,NA,19147
Cafe Giardino,1732 W Passyunk Ave,19145,39.9244035,-75.1755284,5,6,0,FALSE,NA,1,TRUE,TRUE,,free,,NA,TRUE,NA,TRUE,,none,FALSE,casual,NA,TRUE,NA,NA,NA,NA,NA,19145
Modo Mio,161 W Girard Ave,19123,39.9695788,-75.1383832,4,492,0,FALSE,TRUE,3,FALSE,FALSE,FALSE,no,,NA,FALSE,FALSE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19123
Croce's Pizza,7400 Lawndale Ave,19111,40.061937,-75.08,4,5,0,TRUE,NA,2,TRUE,TRUE,,no,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,NA,FALSE,NA,quiet,NA,NA,NA,19111
Monsú,901 Christian St,19147,39.9391381,-75.1579072,4,309,0,FALSE,TRUE,3,FALSE,FALSE,FALSE,no,,NA,TRUE,TRUE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Russet,1521 Spruce St,19102,39.9475385,-75.1673293,3.5,269,0,TRUE,TRUE,3,FALSE,FALSE,FALSE,no,,FALSE,TRUE,FALSE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,FALSE,NA,NA,19102
Pizza Hut,901 W Girard Ave,19122,39.971405,-75.151021,3,7,0,TRUE,FALSE,1,TRUE,TRUE,,NA,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,FALSE,FALSE,NA,quiet,NA,NA,NA,19122
Adriano's Cucina Italiana,13023 Bustleton Ave,19116,40.1240923,-75.0146487,3,28,0,TRUE,FALSE,2,TRUE,FALSE,,no,,NA,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19116
Table 31,"Comcast Center, 1701 JFK Blvd",19103,39.95409597,-75.16811371,2.5,127,0,TRUE,NA,3,TRUE,FALSE,TRUE,no,,TRUE,TRUE,TRUE,TRUE,,full_bar,FALSE,dressy,NA,TRUE,NA,average,NA,NA,NA,19103
Panini's Trattoria,317 Market St,19106,39.950533,-75.146257,3.5,100,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19106
Paradiso,1627 E Passyunk Ave,19148,39.9292709,-75.1639093,3.5,117,0,TRUE,TRUE,3,TRUE,FALSE,TRUE,free,,NA,TRUE,TRUE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19148
Salento,2216 Walnut St,19103,39.95083618,-75.17829895,3.5,113,0,TRUE,NA,2,FALSE,FALSE,FALSE,no,,NA,FALSE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
Varalli,231 S Broad St,19107,39.9483091,-75.1642073,3.5,91,0,TRUE,TRUE,3,TRUE,FALSE,FALSE,no,,NA,FALSE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,FALSE,19107
Pizza Hut,2900 Broad St,19132,39.996512,-75.15509241,2,9,0,TRUE,NA,1,TRUE,TRUE,,NA,,NA,FALSE,NA,FALSE,,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,19132
Popolino Roman Trattoria,501 Fairmount Ave,19123,39.96338056,-75.14680088,4,62,0,FALSE,NA,3,FALSE,FALSE,FALSE,no,,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19123
Pizza Hut,2530 Aramingo Ave,19125,39.97812928,-75.1195161,2,15,0,TRUE,NA,1,TRUE,TRUE,FALSE,no,,NA,FALSE,NA,FALSE,,none,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,19125
Joe Pesce,1113 Walnut St,19107,39.9488649,-75.1597413,2,26,0,TRUE,NA,3,FALSE,FALSE,,NA,,TRUE,TRUE,NA,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,NA,NA,NA,NA,19107
Rembrandt's Restaurant & Pub,741 N 23rd St,19130,39.9685508,-75.1748743,3.5,229,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,,NA,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19130
Walnut Street Supper Club,1227 Walnut St,19107,39.9492649,-75.1617799,3.5,94,0,TRUE,NA,2,TRUE,FALSE,FALSE,no,,TRUE,TRUE,TRUE,TRUE,,full_bar,FALSE,dressy,NA,TRUE,NA,loud,NA,NA,NA,19107
Travinia,"1000 Frankford Ave, Ste 103",19125,39.9647703,-75.1344573,3,22,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,TRUE,casual,FALSE,TRUE,NA,quiet,FALSE,no,NA,19125
Matt & Marie's,118 S18th St,19103,39.951157,-75.170714,4,44,0,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,FALSE,NA,TRUE,FALSE,FALSE,,none,TRUE,casual,FALSE,TRUE,NA,quiet,NA,NA,NA,19103
Fratelli's Italian Bistro,1339 Chestnut St,19107,39.9509564,-75.1631382,3,172,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,,TRUE,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
City Tavern Restaurant,138 S 2nd St,19106,39.94714276,-75.14450956,4,841,0,TRUE,TRUE,2,None,None,FALSE,no,,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,TRUE,casual,NA,TRUE,NA,average,FALSE,no,NA,19106
Gia Pronto,3736 Spruce St,19104,39.9510843,-75.19876244,3.5,60,0,TRUE,NA,2,TRUE,FALSE,TRUE,no,,NA,TRUE,FALSE,FALSE,,none,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19104
Olive on 3rd,516 S 3rd St,19147,39.9420166,-75.1475905,3,39,0,TRUE,NA,2,TRUE,FALSE,TRUE,no,,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
Fat Daddy's Pizza,125 Leverington Ave,19127,40.0296963,-75.2286022,3,37,0,TRUE,TRUE,1,TRUE,TRUE,,NA,,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19127
Karina's,617 S 3rd St,19147,39.940886,-75.1474379,4,16,0,TRUE,TRUE,2,TRUE,FALSE,,free,TRUE,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,TRUE,TRUE,NA,quiet,NA,NA,NA,19147
Serafina Philadelphia,130 S 18th St,19103,39.95084902,-75.17064992,2.5,292,0,TRUE,FALSE,2,TRUE,TRUE,FALSE,no,,NA,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
Antney's Grub,2655 S Juniper St,19148,39.9168348,-75.17010285,3.5,19,0,TRUE,FALSE,1,TRUE,TRUE,,NA,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,FALSE,TRUE,NA,quiet,NA,NA,NA,19148
Gennaro's Tomato Pie,1429 Jackson St,19145,39.923454,-75.171167,4.5,84,0,FALSE,TRUE,2,TRUE,FALSE,FALSE,no,,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19145
Bella Cena,1506 Spruce St,19102,39.9470996,-75.1667854,2.5,48,0,TRUE,NA,2,,FALSE,,NA,,NA,TRUE,FALSE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19102
Carluccio's,932 S 10th St,19147,39.9383069,-75.1597957,4,9,0,TRUE,NA,2,TRUE,FALSE,,NA,,NA,FALSE,NA,TRUE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Farmicia,15 S 3rd St,19146,39.9496993,-75.1457815,4,1094,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,FALSE,19146
Olive Garden Italian Restaurant,1346 Chestnut St,19107,39.9507424,-75.1635776,2.5,88,0,TRUE,FALSE,2,TRUE,FALSE,TRUE,no,,NA,FALSE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19107
The Palm Philadelphia,200 S Broad St,19102,39.9490779,-75.1648579,3.5,205,0,TRUE,TRUE,3,TRUE,FALSE,TRUE,free,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,FALSE,dressy,TRUE,TRUE,NA,average,FALSE,NA,FALSE,19102
Capogiro Gelato,1625 E Passyunk Ave,19148,39.929346,-75.1638674,4,95,0,TRUE,TRUE,1,TRUE,TRUE,,free,,NA,TRUE,NA,FALSE,,full_bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,19148
Pizano's Brick Oven Pizzeria And Grill,1536 N Carlisle St,19121,39.977253,-75.159327,2,27,0,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,FALSE,NA,FALSE,TRUE,TRUE,FALSE,none,TRUE,NA,TRUE,TRUE,NA,NA,FALSE,NA,NA,19121
Villari Brothers Bakery,2134 S 10th St,19148,39.922647,-75.1632489,5,25,0,FALSE,TRUE,1,TRUE,FALSE,,no,,NA,,NA,FALSE,,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,19148
Caputo's Pizzeria,4229 Main St,19127,40.02435303,-75.22071838,3.5,57,0,TRUE,NA,2,TRUE,TRUE,TRUE,free,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19127
Pizzeria Nonna,7200 Germantown Ave,19119,40.06002513,-75.19108852,3.5,166,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,FALSE,,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19119
Garces Trading Company,1111 Locust St,19107,39.9477453,-75.159542,4,896,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,,TRUE,TRUE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
Taco Bell,2951 Market Street,19104,39.9557002,-75.182516,3.5,9,0,TRUE,TRUE,1,TRUE,TRUE,,free,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,FALSE,TRUE,average,NA,NA,NA,19104
La Locanda Del Ghiottone,2723 E Cumberland St,19125,39.9750224,-75.1183932,4,278,0,FALSE,TRUE,2,TRUE,TRUE,FALSE,no,,NA,TRUE,FALSE,TRUE,,none,FALSE,casual,NA,TRUE,NA,loud,NA,NA,FALSE,19125
August,1247 S 13th St,19147,39.9339277,-75.1652368,4,106,0,FALSE,TRUE,2,FALSE,FALSE,FALSE,no,,NA,FALSE,FALSE,TRUE,,none,FALSE,casual,NA,FALSE,NA,average,NA,NA,NA,19147
Cibo Ristorante Italiano,1227 Walnut St,19107,39.9492784,-75.1617775,3.5,100,0,TRUE,TRUE,2,FALSE,FALSE,None,free,None,TRUE,TRUE,TRUE,TRUE,None,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19107
Evil Eye Café,628 S St,19147,39.9419294,-75.1531842,4.5,28,0,FALSE,TRUE,1,TRUE,FALSE,TRUE,no,,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,NA,TRUE,NA,quiet,FALSE,NA,NA,19147
Bella Trattoria,4258 Main St,19127,40.024636,-75.222067,3,62,0,TRUE,NA,2,TRUE,FALSE,,NA,,TRUE,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19127
Pizza Fresca by Lamberti,703 Chestnut St,19106,39.94954342,-75.152518,4,41,0,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19106
Trios Fresh Italian,342 W Girard Ave,19123,39.9698199,-75.1426312,3.5,217,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19123
Di Bruno's Pizza,8004 Bustleton Ave,19152,40.05980209,-75.05206202,3.5,19,0,NA,NA,NA,TRUE,TRUE,,NA,,NA,,NA,TRUE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19152
Penne Restaurant & Wine Bar,3600 Sansom St,19104,39.95341585,-75.19599765,2.5,85,0,TRUE,FALSE,3,TRUE,FALSE,FALSE,no,,TRUE,TRUE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19104
Tony Roni's - City Line,4504 City Ave,19131,40.0030401,-75.2218196,3.5,27,0,TRUE,FALSE,1,TRUE,TRUE,TRUE,free,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19131
Moonstruck Restaurant,7955 Oxford Ave,19111,40.07628014,-75.0849152,4,72,0,TRUE,FALSE,3,TRUE,TRUE,TRUE,free,,FALSE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,dressy,TRUE,TRUE,NA,average,FALSE,NA,NA,19111
Il Cantuccio,701 N 3rd St,19123,39.962428,-75.1429472,3.5,84,0,TRUE,TRUE,2,TRUE,FALSE,FALSE,no,,NA,TRUE,FALSE,TRUE,,none,FALSE,casual,NA,FALSE,NA,average,NA,NA,NA,19123
Amis Trattoria,412 S 13th St,19147,39.94486802,-75.16325011,4,762,0,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,,NA,TRUE,FALSE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,FALSE,NA,NA,19147
Chicks Cafe & Wine Bar Inc,614 S 7th St,19147,39.941738,-75.154264,4,75,0,TRUE,NA,2,TRUE,FALSE,FALSE,no,,NA,TRUE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Superior Pasta Company,905 Christian St,19147,39.9391539,-75.1580381,5,60,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,TRUE,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,FALSE,FALSE,NA,quiet,NA,NA,NA,19147
Upstares At Varalli,1343 Locust St,19107,39.9481142,-75.1637236,2,8,0,TRUE,NA,3,TRUE,FALSE,,NA,,NA,FALSE,NA,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,NA,NA,NA,NA,19107
Colosseo Pizzeria,1501 Spring Garden St,19130,39.9628456,-75.1631989,2.5,34,0,TRUE,NA,2,TRUE,TRUE,,NA,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19130
La Fuente Pizzateria,517 S St,19147,39.936529,-75.155448,4,34,0,TRUE,NA,2,TRUE,TRUE,TRUE,no,,NA,TRUE,TRUE,TRUE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Royal Villa Cafe,1700 Jackson St,19145,39.9236019,-75.1749492,3.5,5,0,NA,NA,NA,,,,NA,,NA,,NA,,,full_bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,19145
Italian Bistro of Center City,211 S Broad St,19107,39.94898,-75.1640456,2.5,40,0,TRUE,NA,2,,TRUE,,NA,,NA,FALSE,NA,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
Ristorante Mezza Luna,901 S 8th St,19147,39.9383377,-75.1562457,4,8,0,NA,NA,3,,FALSE,,no,,NA,,NA,TRUE,,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19147
Malone's Back Room Cafe,1739 Ritner St,19145,39.9216198,-75.1767548,4,6,0,NA,NA,2,,,,NA,,NA,,TRUE,,,NA,NA,casual,NA,NA,NA,average,NA,NA,NA,19145
Pizza Hut,6242 Stenton Ave,19138,40.05868945,-75.16465902,2,26,0,TRUE,FALSE,1,TRUE,TRUE,FALSE,NA,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,FALSE,NA,quiet,NA,NA,NA,19138
Gigi Italian Bistro,4371 Main St,19127,40.02576209,-75.22385303,4.5,38,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,,NA,FALSE,TRUE,TRUE,,none,TRUE,casual,TRUE,TRUE,NA,loud,NA,NA,NA,19127
Santini's South Philly Grille,8601 Frankford Ave,19136,40.0462521,-75.0150748,4,7,0,FALSE,NA,1,TRUE,TRUE,FALSE,no,,NA,TRUE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19136
Bistro Sorriso,444 N 4th St,19123,39.9588922,-75.1458732,4.5,6,0,NA,NA,NA,None,None,,NA,,NA,,NA,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19123
